original_filename,page,file_url,platform_link,col1,col2,col3,col4,col5,col6,col7
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin",
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,20 ( 1 ),Alleged or Breached Rule,18 - OCT - 22,24 - OCT - 22,6,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,24 - JAN - 21,25 - JAN - 21,1,UNK,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,03 - FEB - 21,03 - FEB - 21,0,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,11 - FEB - 21,12 - FEB - 21,1,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,12 - FEB - 21,15 - FEB - 21,3,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,12 - FEB - 21,13 - FEB - 21,1,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,15 - FEB - 21,16 - FEB - 21,1,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,20 - FEB - 21,22 - FEB - 21,2,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,23 - FEB - 21,24 - FEB - 21,1,UNK,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,07 - MAR - 21,08 - MAR - 21,1,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,15 - MAR - 21,15 - MAR - 21,0,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,25 - MAR - 21,26 - MAR - 21,1,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,29 - MAR - 21,29 - MAR - 21,0,IND,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,08 - APR - 21,08 - APR - 21,0,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,17 - APR - 21,20 - APR - 21,3,CAU,
southwest_ns_correctional_facility.pdf,0,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-1.jpeg?expires=1702403557&or=0&s=09087ff106c5c8d9a1b29409a39b2dd9,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37c6-7e77-11ee-a0cd-b26f492b4a62,,Covid - 19,19 - APR - 21,20 - APR - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin",
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,20 ( 1 ),Covid - 19,28 - APR - 21,28 - APR - 21,0,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,08 - MAY - 21,10 - MAY - 21,2,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,12 - MAY - 21,12 - MAY - 21,0,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,21 - MAY - 21,22 - MAY - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,23 - MAY - 21,24 - MAY - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,30 - MAY - 21,01 - JUN - 21,2,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,01 - JUN - 21,02 - JUN - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,10 - JUN - 21,10 - JUN - 21,0,IND,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,15 - JUN - 21,16 - JUN - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,20 - JUN - 21,21 - JUN - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,24 - JUN - 21,24 - JUN - 21,0,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,27 - JUN - 21,29 - JUN - 21,2,IND,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,01 - JUL - 21,02 - JUL - 21,1,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,11 - JUL - 21,13 - JUL - 21,2,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,15 - JUL - 21,15 - JUL - 21,0,CAU,
southwest_ns_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-2.jpeg?expires=1702403557&or=0&s=7ed1d22c0c4f604ce7f3cfc52b7e29c0,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37de-7e77-11ee-a0ce-b26f492b4a62,,Covid - 19,19 - JUL - 21,19 - JUL - 21,0,UNK,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin",
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,20 ( 1 ),Covid - 19,30 - JUL - 21,30 - JUL - 21,0,20 ( 1 ),
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,10 - AUG - 21,11 - AUG - 21,1,IND,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,22 - AUG - 21,23 - AUG - 21,1,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,09 - SEP - 21,10 - SEP - 21,1,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,10 - SEP - 21,10 - SEP - 21,0,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,16 - SEP - 21,17 - SEP - 21,1,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,22 - SEP - 21,22 - SEP - 21,0,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,06 - OCT - 21,07 - OCT - 21,1,IND,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,08 - OCT - 21,08 - OCT - 21,0,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,13 - OCT - 21,15 - OCT - 21,2,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,14 - OCT - 21,14 - OCT - 21,0,CAU,
southwest_ns_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/020f3687-8155-4312-adfb-c189271920e5-3.jpeg?expires=1702403557&or=0&s=acbede9afe03ebdf39816568adb52936,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a3bd37eb-7e77-11ee-a0cf-b26f492b4a62,,Covid - 19,02 - NOV - 21,02 - NOV - 21,0,IND,
